creek,location,date,fish,observer,comments
Adobe,e_finley_rd,2008-03-28,0,Smythe,"mostly cloudy, cool"
Adobe,bell_hill_rd,2008-03-29,0,Moura,NA
Adobe,soda_bay_rd,2008-04-01,0,Windrem,4 mergansers
Adobe,e_finley_rd,2008-04-01,0,Smythe,"mostly cloudy, cool"
Adobe,e_finley_rd,2008-04-04,50,Smythe,"mostly cloudy, cool; school heading downstream"
Adobe,e_finley_rd,2008-04-08,0,Smythe,"clear, cold"
Adobe,manning_br,2008-04-19,100,Manning,moving downstream
Adobe,e_finley_rd,2009-02-19,0,Smythe,"cloudy, cool"
Adobe,e_finley_rd,2009-02-20,0,Smythe,"clear, cool"
Adobe,soda_bay_rd,2009-02-21,0,Windrem,NA
Adobe,e_finley_rd,2009-02-23,0,Smythe,"cloudy, cool"
Adobe,e_finley_rd,2009-02-25,0,Smythe,"cloudy, cool"
Adobe,e_finley_rd,2009-02-27,0,Smythe,light rain
Adobe,merrit_rd,2009-02-27,0,Moorhead,confirmed Sacramento suckers
Adobe,merrit_rd,2009-02-28,0,Windrem,about 12 Sacramento suckers
Adobe,soda_bay_rd,2009-02-28,0,Windrem,suckers
Adobe,bell_hill_rd,2009-03-02,0,Windrem,high flood water
Adobe,e_finley_rd,2009-03-05,0,Smythe,"clear, cold"
Adobe,e_finley_rd,2009-03-06,NA,Smythe,"streams are starting to clear ; saw a fish jump near       the bank (unidentified, might be sucker)"
Adobe,e_finley_rd,2009-03-06,0,Smythe,"clear, cold; One fish observed jumping near bank. Species       unknown"
Adobe,soda_bay_rd,2009-03-07,NA,Windrem,"1 osprey, 4 herons, & 1 merganser, which caught       and swallowed a good sized fish, the size of a male hitch -- too murky       for a positive ID"
Adobe,bell_hill_rd,2009-03-09,0,Vidich,NA
Adobe,e_finley_rd,2009-03-09,0,Smythe,"clear, cold; One fish observed upstream, surfaced several       times. Species unknown."
Adobe,bell_hill_rd,2009-03-10,0,Vidich,NA
Adobe,e_finley_rd,2009-03-10,0,Smythe,"clear, cold"
Adobe,merrit_rd,2009-03-10,7,Moorhead,bald eagle
Adobe,soda_bay_rd,2009-03-10,0,Windrem,"7 suckers spawning, no hitch"
Adobe,bell_hill_rd,2009-03-11,0,Vidich,NA
Adobe,e_finley_rd,2009-03-11,0,Smythe,"clear, cold"
Adobe,thomas_rd,2009-03-11,NA,Leonardis,"10 fish, probably suckers really large and very defined       sucker mouths heron sighted"
Adobe,e_finley_rd,2009-03-12,0,Smythe,"clear, warm"
Adobe,e_finley_rd,2009-03-12,0,Windrem,2 mallards
Adobe,soda_bay_rd,2009-03-12,50,Combs,maybe a sucker mixed in with the hitch
Adobe,soda_bay_rd,2009-03-12,0,Windrem,no birds
Adobe,bell_hill_rd,2009-03-13,0,Vidich,NA
Adobe,e_finley_rd,2009-03-13,0,Smythe,"clear, cold"
Adobe,e_finley_rd,2009-03-14,0,Smythe,cool
Adobe,merrit_rd,2009-03-14,100,Moorhead,NA
Adobe,e_finley_rd,2009-03-15,35,Windrem,lethargic
Adobe,soda_bay_rd,2009-03-15,200,Windrem,"moving slowly, no spawning"
Adobe,soda_bay_rd,2009-03-16,300,Smythe,"cool, drizzle"
Adobe,argonaut_rd,2009-03-17,0,Moura,NA
Adobe,big_valley_rd,2009-03-17,45,Moura,NA
Adobe,e_finley_rd,2009-03-17,150,Smythe,cool
Adobe,e_finley_rd,2009-03-17,0,Moura,NA
Adobe,merrit_rd,2009-03-17,400,Moorhead,really pushing upstream
Adobe,merrit_rd,2009-03-18,25,Moorhead,NA
Adobe,merrit_rd,2009-03-18,500,Moorhead,really pushing upstream
Adobe,bell_hill_rd,2009-03-19,200,Devoto,both hitch and suckers
Adobe,bell_hill_rd,2009-03-19,15,Devoto,"weir above Bell Hill causes fast current and hinders       hitch from moving up to spawning ground above"
Adobe,e_finley_rd,2009-03-19,100,Holden,"spawning group of 1 female, 6 males"
Adobe,merrit_rd,2009-03-19,150,Moorhead,NA
Adobe,merrit_rd,2009-03-19,800,Moorhead,really pushing upstream
Adobe,soda_bay_rd,2009-03-19,50,Moura,fisher people in the water going for them!!!
Adobe,argonaut_rd,2009-03-20,15,Moura,NA
Adobe,argonaut_rd,2009-03-20,15,Moura,NA
Adobe,bell_hill_rd,2009-03-20,10,Vidich,NA
Adobe,big_valley_rd,2009-03-20,130,Moura,NA
Adobe,e_finley_rd,2009-03-20,200,Smythe,"clear, warm; took video"
Adobe,e_finley_rd,2009-03-20,100,Moura,NA
Adobe,merrit_rd,2009-03-20,500,Windrem,"all up and down stream actively spawning in margins       -- 1 bald eagle mobbed by 25 ravens -- 4 vultures tussling with ravens for       a dead hitch on the creekbank -- 1 redshouldered hawk in tree-- 1 blue heron       flying upstream -- an incredible wildlife scene!"
Adobe,merrit_rd,2009-03-20,250,Moorhead,NA
Adobe,merrit_rd,2009-03-20,750,Moorhead,some moving upstream; some spawning
Adobe,bell_hill_rd,2009-03-21,25,Vidich,"they appeared to be spawning. They were in tight groups       of several fish, which appeared to be ""stuck"" to the gravel, but       every minute or so a couple of them would break loose, get swept downstream       a couple of feet, and swim back. This was in fast-moving water that was       less than a foot deep and perhaps only a couple of feet from the shore."""
Adobe,merrit_rd,2009-03-21,250,Moorhead,NA
Adobe,big_valley_rd,2009-03-22,75,Moura,NA
Adobe,e_finley_rd,2009-03-22,40,Moura,NA
Adobe,merrit_rd,2009-03-22,250,Moorhead,NA
Adobe,bell_hill_rd,2009-03-23,0,Windrem,NA
Adobe,e_finley_rd,2009-03-23,100,Smythe,"clear, cold"
Adobe,merrit_rd,2009-03-23,75,Moorhead,NA
Adobe,merrit_rd,2009-03-23,150,Moorhead,NA
Adobe,bell_hill_rd,2009-03-24,15,Devoto,school of males waiting for a female above Bell Hill
Adobe,bell_hill_rd,2009-03-24,0,Devoto,below Bell Hill crossing
Adobe,merrit_rd,2009-03-24,125,Moorhead,NA
Adobe,merrit_rd,2009-03-24,90,Moorhead,NA
Adobe,merrit_rd,2009-03-25,75,Moorhead,NA
Adobe,merrit_rd,2009-03-25,75,Moorhead,NA
Adobe,soda_bay_rd,2009-03-25,800,Windrem,"1 merganser, 1 osprey"
Adobe,merrit_rd,2009-03-26,50,Moorhead,NA
Adobe,soda_bay_rd,2009-03-26,50,Moura,NA
Adobe,e_finley_rd,2009-03-27,100,Smythe,"clear, cool"
Adobe,merrit_rd,2009-03-27,0,Moorhead,NA
Adobe,bell_hill_rd,2009-03-28,0,Windrem,NA
Adobe,e_finley_rd,2009-03-31,50,Smythe,"clear, cool; someone has added to rock dam across low flow       channel, appears to still be passable for hitch"
Adobe,e_finley_rd,2009-04-01,6,Smythe,"clear, cool"
Adobe,e_finley_rd,2009-04-03,2,Smythe,"clear, cool"
Adobe,e_finley_rd,2009-04-06,0,Smythe,"clear, cool"
Adobe,manning_br,2009-04-22,50,Manning,"water very low, many birds, may not be hitch"
Adobe,manning_br,2009-05-08,100,Manning,NA
Adobe,e_finley_rd,2009-05-09,0,Windrem,NA
Adobe,manning_br,2009-05-09,200,Windrem,NA
Adobe,soda_bay_rd,2009-05-09,20,Windrem,skittish in spotlight
Adobe,soda_bay_rd,2009-05-11,8,Windrem,milling about in small school
Adobe,argonaut_rd,2010-02-12,0,Aebly,NA
Adobe,argonaut_rd,2010-02-12,0,Aebly,NA
Adobe,hwy_29,2010-02-12,0,Aebly,NA
Adobe,soda_bay_rd,2010-02-13,0,Peter Windrem,3 herons; 1pair of mallards
Adobe,soda_bay_rd,2010-02-16,0,Ryan,"no hitch but about 15 spawning suckers: Groups of 4-6 lining       up and wiggling around, causing creek gravel and sand to puff up in clouds."""
Adobe,soda_bay_rd,2010-02-18,100,Ryan,"definitely hitch - we saw the lesions from the anchor worms"""
Adobe,soda_bay_rd,2010-02-18,200,Peter Windrem,"Sacramento suckers, too"
Adobe,e_finley_rd,2010-02-18,50,Peter Windrem,2 mergansers
Adobe,e_finley_rd,2010-02-19,150,Smythe,school may include pike minnow
Adobe,bell_hill_rd,2010-02-19,0,Devoto,NA
Adobe,soda_bay_rd,2010-02-19,14,Powell,"led by 3 suckers; both species incredibly sensitive to noise.       Heavy evidence of raccoon presence"
Adobe,e_finley_rd,2010-02-19,100,Peter Windrem,1 pair mallards; can smell the fish
Adobe,soda_bay_rd,2010-02-19,50,Peter Windrem,1 heron; 1 merganser
Adobe,NA,2010-02-20,30,Windrem,"all the same size (females?), not spawning"
Adobe,bell_hill_rd,2010-02-20,0,Powell,NA
Adobe,highland_springs_dam,2010-02-20,20,Powell,"congregated near deep, slow moving areas"
Adobe,soda_bay_rd,2010-02-20,30,Peter Windrem,1 heron; 1 merganser
Adobe,e_finley_rd,2010-02-23,0,Smythe,"2 GBHerons, 8 mergansers"
Adobe,e_finley_rd,2010-02-24,0,Murphy,NA
Adobe,soda_bay_rd,2010-02-24,0,Peter Windrem,water flow up after rain; murky color; no birds
Adobe,e_finley_rd,2010-02-25,0,Smythe,NA
Adobe,bell_hill_rd,2010-02-28,0,Peter Windrem,too murky to see into water; no birds
Adobe,e_finley_rd,2010-03-02,NA,Smythe,NA
Adobe,e_finley_rd,2010-03-06,0,Smythe,NA
Adobe,soda_bay_rd,2010-03-07,NA,Windrem,"Sacramento suckers were spawning; female wriggles a depression       in bottom; stirs of a slight cloud of silt; 4-5 males crowd around and fertilize       eggs; these fish are thicker & wider than hitch; very distinctive dark       stripe down side from nose to tail; gold color on sides, mostly below the       strip; tan to greenish color on back; beautiful fish"
Adobe,e_finley_rd,2010-03-08,0,Moura,NA
Adobe,e_finley_rd,2010-03-09,100,Smythe,"1 merganser, school moved downstream under bridge"
Adobe,e_finley_rd,2010-03-11,0,Smythe,NA
Adobe,NA,2010-03-12,100,Ryan,"The school was sitting low in the water and not moving much.        A blue heron was nearby, waiting for a meal.       The school was obviously 100 or so but a long shadow stretched out along the shoreline  an Elder with us said this was most definitely hitch and could have numbered in the thousands"
Adobe,NA,2010-03-12,100,Ryan,NA
Adobe,soda_bay_rd,2010-03-15,50,Peter Windrem,"hitch moving upstream; undoubtedly more fish, but too hard to       see in murky water; 1 fish freshly caught was lying in two pieces on roadbed       over the bridge"
Adobe,merrit_rd,2010-03-15,5,Cody Scully (O Dominguez,NA
Adobe,argonaut_rd,2010-03-15,0,Davis/Richards (O Dominguez),NA
Adobe,e_finley_rd,2010-03-15,0,Moura,NA
Adobe,e_finley_rd,2010-03-16,75,Smythe,NA
Adobe,e_finley_rd,2010-03-16,50,Smythe,3 mergansers upstream
Adobe,soda_bay_rd,2010-03-16,200,Peter Windrem,"water is murky; undoubtedly more fish in the school; but cannot       see them except directly under upstream side of the bridge. Adobe Creek       is murky much longer than other streams because of soil in suspension in       Highland Springs Reservoir"
Adobe,soda_bay_rd,2010-03-16,100,Windrem,NA
Adobe,soda_bay_rd,2010-03-17,200,Windrem,NA
Adobe,hwy_29,2010-03-17,NA,Macedo,"Yesterday, while driving in the vicinity of where Highway       29 crosses Adobe Creek, my son and I observed an airborne osprey carrying       a Clear Lake hitch. The osprey was being closely followed by several ravens       that were trying to steal his/her catch. This bird must have grabbed the       fish from Adobe Creek."""
Adobe,e_finley_rd,2010-03-17,NA,Smythe,Several fish jumping upstream.
Adobe,merrit_rd,2010-03-17,200,Cody Scully (O Dominguez,NA
Adobe,e_finley_rd,2010-03-18,NA,Smythe,"Several fish jumping upstream. One hitch sized fish jumped clear       of water."
Adobe,soda_bay_rd,2010-03-18,1000,Windrem,2 suckers
Adobe,bell_hill_rd,2010-03-19,50,Murphy,both above and below culvert
Adobe,bell_hill_rd,2010-03-19,20,Moura,NA
Adobe,e_finley_rd,2010-03-19,NA,Smythe,Several fish jumping upstream.
Adobe,bell_hill_rd,2010-03-20,150,Villanueva/Cerna (O Dominguez),no predators
Adobe,e_finley_rd,2010-03-22,200,Smythe,NA
Adobe,e_finley_rd,2010-03-22,100,Murphy,NA
Adobe,bell_hill_rd,2010-03-23,25,Brandons,"above culverts which seem barely negotiable, spawning actively"
Adobe,e_finley_rd,2010-03-24,12,Smythe,NA
Adobe,merrit_rd,2010-03-24,20,Stevenson,NA
Adobe,bell_hill_rd,2010-03-24,0,Stevenson,NA
Adobe,merrit_rd,2010-04-17,20,Moorhead,NA
Adobe,e_finley_rd,2010-04-18,20,Moura,blue herons flying upstream
Adobe,e_finley_rd,2010-04-19,0,Smythe,may be fish upstream
Adobe,merrit_rd,2010-04-19,0,Stevenson,NA
Adobe,argonaut_rd,2010-04-19,0,Stevenson,NA
Adobe,e_finley_rd,2010-04-20,0,Smythe,may be fish upstream
Adobe,soda_bay_rd,2010-04-25,1000,Windrem,milling around
Adobe,manning_br,2010-05-12,100,Manning,NA
Adobe,e_finley_rd,2010-05-12,0,Smythe,1 GB heron
Adobe,soda_bay_rd,2010-05-13,100,Windrem,NA
Adobe,e_finley_rd,2010-05-17,0,Smythe,crew removed cuttings from 9AM-3PM
Adobe,e_finley_rd,2010-05-18,0,Smythe,crew removed cuttings 9-11AM
Adobe,bell_hill_rd,2011-05-04,0,Franson,rock dam upstream of culverts
Adobe,soda_bay_rd,2011-05-04,0,Franson,one undientified 2 cm juvenile
Adobe,NA,2011-04-30,0,Rowe,"shallow, lots of tadpoles"
Adobe,bell_hill_rd,2011-04-20,0,Franson,NA
Adobe,e_finley_rd,2011-04-15,0,Windrem,NA
Adobe,bell_hill_rd,2011-04-08,0,Windrem,"No fish at crossing, but saw 2 bald eagles, 6 mallards, 2 herons 
                & 1 green heron; all there to feed on fish and eggs"
Adobe,e_finley_rd,2011-04-06,6,Murphy,NA
Adobe,soda_bay_rd,2011-04-06,150,Murphy,NA
Adobe,e_finley_rd,2011-04-05,200,Windrem,"1 school of about 30 & 1 school of about 150 drifted and 
                swam downstream; were obviously headed back to the lake; 1 school 
                of about 20 were spawning just upstream from the bridge"
Adobe,e_finley_rd,2011-04-05,0,Murphy,NA
Adobe,soda_bay_rd,2011-04-05,0,Murphy,NA
Adobe,e_finley_rd,2011-04-04,0,Murphy,NA
Adobe,soda_bay_rd,2011-04-04,0,Murphy,NA
Adobe,NA,2011-04-02,50,Rowe,NA
Adobe,bell_hill_rd,2011-04-02,100,Windrem,"Very tired fish; high flow; hard time getting through rocks 
                above the culvert intakes"
Adobe,bell_hill_rd,2011-04-02,250,Ravenwoode,fast moving water
Adobe,e_finley_rd,2011-04-02,0,Murphy,NA
Adobe,soda_bay_rd,2011-04-02,0,Murphy,one blue heron
Adobe,soda_bay_rd,2011-04-02,0,Windrem,NA
Adobe,e_finley_rd,2011-04-01,0,Murphy,10-12 Sacramento suckers
Adobe,soda_bay_rd,2011-04-01,0,Murphy,NA
Adobe,bell_hill_rd,2011-03-31,2000,Devoto,"There are probably several thousand below and above the 
                crossing. The actual spawning action is taking place about 100 
                yards above the crossing where there is gravel, slower flow and 
                shallower water. If you are lucky you will see the female squirt 
                her eggs, swish her tail, and the males scurry to spread their 
                sperm. A few years ago when the bulk of the chi could not make 
                it past the crossing they deposited their eggs on the grasses 
                below and to the west of the crossing. I did not see any evidence 
                of that this year. """
Adobe,e_finley_rd,2011-03-31,6,Murphy,very large fish swimming upstream
Adobe,bell_hill_rd,2011-03-30,100,Knight,NA
Adobe,bell_hill_rd,2011-03-30,1000,Smythe,NA
Adobe,bell_hill_rd,2011-03-30,200,Smythe,NA
Adobe,e_finley_rd,2011-03-30,0,Windrem,Can see straight down to bottom; not otherwise
Adobe,soda_bay_rd,2011-03-29,1,Smythe,seen being caught by osprey
Adobe,soda_bay_rd,2011-03-29,0,Windrem,NA
Adobe,e_finley_rd,2011-03-11,0,Smythe,"clear, patchy ground fog"
Adobe,e_finley_rd,2011-03-10,0,Smythe,"cloudy, scattered drizzle; some unidentifies fish activity, 
                individual fish, not schools, probably Sac suckers"
Adobe,e_finley_rd,2011-03-09,0,Smythe,"Cloudy, cool; flow still strong, 2 mergansers"
Adobe,e_finley_rd,2011-03-08,0,Smythe,"Clouidy, cool"
Adobe,e_finley_rd,2011-03-07,0,Smythe,"Mostly cloudy, cool"
Adobe,e_finley_rd,2011-03-03,0,Smythe,"Clear, cold"
Adobe,e_finley_rd,2011-03-01,0,Smythe,"Cloudy, cold; 1 GB heron"
Adobe,e_finley_rd,2011-02-24,0,Smythe,"Cloudy, cold"
Adobe,soda_bay_rd,2011-02-05,0,Windrem,Very low flow; algae is growing
Adobe,manning_br,2011-02-04,0,Manning (via Windrem),Merganser in creek
Adobe,manning_br,2011-02-03,0,Smythe,installed hobo
Adobe,soda_bay_rd,2011-02-03,0,Windrem,Low water flow
Adobe,bell_hill_rd,2012-04-30,1,Devoto,"found a single male who has gotten stuck between 
                two rocks in Adobe Creek above Bell Hill while trying to return 
                to Clear Lake. We released him and he hurried home."
Adobe,bell_hill_rd,2012-04-29,0,Franson,fry observed
Adobe,highland_springs_dam,2012-04-28,0,Jake Scully,NA
Adobe,bell_hill_rd,2012-04-27,0,Devoto,no fish either above or below culverts
Adobe,e_finley_rd,2012-04-25,0,Jake Scully,NA
Adobe,highland_springs_dam,2012-04-24,0,Jake Scully,NA
Adobe,e_finley_rd,2012-04-23,0,Murphy,NA
Adobe,e_finley_rd,2012-04-23,50,Rogers,very small fish in two schools
Adobe,bell_hill_rd,2012-04-22,0,Devoto,nothing either above or below culverts
Adobe,soda_bay_rd,2012-04-22,250,Stevenson,tribal fish tagging in progress
Adobe,bell_hill_rd,2012-04-18,0,Franson,NA
Adobe,highland_springs_dam,2012-04-18,0,Franson,NA
Adobe,bell_hill_rd,2012-04-17,100,Lowrie,passing at a rate of 3/minute
Adobe,e_finley_rd,2012-04-17,0,Murphy,murky and very slow flowing
Adobe,e_finley_rd,2012-04-17,0,Smythe,NA
Adobe,soda_bay_rd,2012-04-09,200,Ray,"4 schools, approx 50 in each"
Adobe,soda_bay_rd,2012-04-05,3,Ray,dead on bank
Adobe,bell_hill_rd,2012-04-05,NA,Ousley,"I observed Two adult men and a young boy near the 
                falls above the low water crossing on Bell Hill, between Highland 
                Springs Rd. and Adobe Creek Rd. One of the men was in waders walking 
                around in the creek with a net trying to catch hitch. The other 
                man had already caught 2-3 fish and had them in a bucket."
Adobe,bell_hill_rd,2012-04-05,NA,Lowrey,observed netting in progress
Adobe,soda_bay_rd,2012-04-05,3,Ray,"good flow, murky water. 3 dead hitch on bank"
Adobe,highland_springs_dam,2012-04-05,0,Jake Scully,NA
Adobe,highland_springs_dam,2012-04-04,0,Jake Scully,NA
Adobe,soda_bay_rd,2012-04-02,0,Ray,"good flow, high turbidity"
Adobe,soda_bay_rd,2012-03-30,0,Ray,"reduced flow, high turbidity"
Adobe,bell_hill_rd,2012-03-27,0,Ravenwoode,heavy flow
Adobe,bell_hill_rd,2012-03-26,0,Devoto,NA
Adobe,soda_bay_rd,2012-03-26,0,Ray,"high flow, high turbidity"
Adobe,soda_bay_rd,2012-03-24,0,Aebly,NA
Adobe,NA,2012-03-24,2,Ryan,dead fish on bank
Adobe,soda_bay_rd,2012-03-24,0,Aebly,observed a heron catch a fish
Adobe,e_finley_rd,2012-03-24,0,Aebly,"cloudy, light rain"
Adobe,argonaut_rd,2012-03-24,0,Aebly,"Hawk in tree, channel seems pretty choked with veg 
                in this reach"
Adobe,bell_hill_rd,2012-03-23,0,Devoto,"water still cloudy but could see enough to verify 
                that there were no hitch above or below the crossing"
Adobe,e_finley_rd,2012-03-23,NA,Smythe,"15-20 fish too far away for positive ID, could have 
                been hitch"
Adobe,soda_bay_rd,2012-03-23,0,Ray,"no hitch, but 20+ Sac suckers"
Adobe,soda_bay_rd,2012-03-22,10,Gichuki,photos & video
Adobe,e_finley_rd,2012-03-22,20,Gichuki,photos & video
Adobe,soda_bay_rd,2012-03-22,0,Ray,"no hitch, but 12-20 Sacramento Suckers seen"
Adobe,bell_hill_rd,2012-03-21,0,Devoto,"still no hitch here although the water is still 
                clearer. Perhaps waiting for a bit increase in the temperature."
Adobe,bell_hill_rd,2012-03-20,0,Devoto,water a bit clearer but no hitch observed
Adobe,soda_bay_rd,2012-03-19,0,Windrem,dozen Sacramento suckers seen
Adobe,soda_bay_rd,2012-03-19,0,Ray,trickle of water
Adobe,argonaut_rd,2012-03-17,0,Aebly,NA
Adobe,soda_bay_rd,2012-03-16,0,Ray,"good flow, murky water"
Adobe,soda_bay_rd,2012-03-14,0,Ray,"good flow, high turbidity"
Adobe,clear_lake,2012-03-12,1000,Ray/Dills/Knight,schools congregating off mouth of creek
Adobe,soda_bay_rd,2012-03-12,0,Ray,no water
Adobe,soda_bay_rd,2012-03-02,0,Ray,low flow
Adobe,soda_bay_rd,2013-04-22,0,Britton,"hundreds of fry, probably both hitch and suckers"
Adobe,bell_hill_rd,2013-04-21,0,Franson,low water;juv.suckers
Adobe,soda_bay_rd,2013-04-20,0,Ott,"lots of swallows, one heron"
Adobe,bell_hill_rd,2013-04-17,0,Franson,NA
Adobe,soda_bay_rd,2013-04-16,0,Ott,2 herons
Adobe,bell_hill_rd,2013-04-14,0,Franson,smaller juv.Sac suckers seen
Adobe,soda_bay_rd,2013-04-13,0,Ott,lots of swallows
Adobe,soda_bay_rd,2013-04-11,10,Britton,"one small group hanging out in this area for several 
              days"
Adobe,bell_hill_rd,2013-04-10,0,Franson,juv.Sac.suckers seen
Adobe,bell_hill_rd,2013-04-09,0,Devoto,NA
Adobe,bell_hill_rd,2013-04-06,0,Devoto,NA
Adobe,bell_hill_rd,2013-04-06,0,Franson,no predators seen
Adobe,bell_hill_rd,2013-04-05,0,Devoto,NA
Adobe,merrit_rd,2013-04-05,0,Devoto,NA
Adobe,bell_hill_rd,2013-04-03,0,Franson,no predators seen
Adobe,bell_hill_rd,2013-04-02,0,Devoto,no hitvh either above or below culverts
Adobe,bell_hill_rd,2013-04-01,0,Devoto,no fish above or below crossing
Adobe,e_finley_rd,2013-04-01,0,Murphy,NA
Adobe,bell_hill_rd,2013-03-31,0,Franson,no predators seen
Adobe,NA,2013-03-30,3,Britton,NA
Adobe,bell_hill_rd,2013-03-27,0,Franson,no predators seen
Adobe,bell_hill_rd,2013-03-24,0,Franson,no presdators seen
Adobe,bell_hill_rd,2013-03-23,0,Devoto,both above & below culverts
Adobe,soda_bay_rd,2013-03-23,0,Windrem,50 suckers and one heron
Adobe,bell_hill_rd,2013-03-22,0,Devoto,both above & below culverts
Adobe,soda_bay_rd,2013-03-22,0,Windrem,50 suckers and one heron
Adobe,bell_hill_rd,2013-03-20,0,Franson,no predators seen
Adobe,bell_hill_rd,2013-03-17,0,Franson,no predators seen
Adobe,bell_hill_rd,2013-03-16,0,Devoto,1 dead sucker above culverts
Adobe,NA,2013-03-14,40,Jared Strate,a few minnows
Adobe,soda_bay_rd,2013-03-13,0,Smythe,6 Sacramento suckers under willow patch
Adobe,bell_hill_rd,2013-03-13,0,Windrem,8suckers and one osprey
Adobe,bell_hill_rd,2013-03-13,0,Franson,low water
Adobe,bell_hill_rd,2013-03-12,NA,Devoto,6 Sacramento suckers below crossing
Adobe,bell_hill_rd,2013-03-12,0,Windrem,6 Sacramento suckers above low water crossing
Adobe,soda_bay_rd,2013-03-11,0,Ryan,1 dead Sacramento sucker
Adobe,soda_bay_rd,2013-03-11,0,Windrem,"about 25 suckers in two schools: They are larger than 
              hitch and are very beautiful with their gold sides and a dark stripe 
              about 1/2"" wide running along their sides from the nose to 
              the tail. Seen from directly above, their tails display a light 
              orange-yellow color as they swish back and forth."
Adobe,e_finley_rd,2013-03-11,0,Pollett/Schreiber,no birds
Adobe,soda_bay_rd,2013-03-11,0,Pollett/Schreiber,"6-10 fish, probably Sacramento suckers.1 dead"
Adobe,soda_bay_rd,2013-03-11,0,Windrem,"20 Sacramento suckers, 1 heron"
Adobe,soda_bay_rd,2013-03-09,0,Franson,NA
Adobe,bell_hill_rd,2013-03-09,0,Franson,dead fish-no id
Adobe,bell_hill_rd,2013-03-02,0,Devoto,beautiful clear water but rather low
Adobe,bell_hill_rd,2013-02-23,0,Windrem,NA
Adobe,highland_springs_dam,2013-02-23,0,Windrem,3 mergonsers
Adobe,soda_bay_rd,2013-02-10,0,Franson,NA
Adobe,e_finley_rd,2013-02-09,0,Windrem,NA
Adobe,soda_bay_rd,2013-02-09,0,Windrem,NA
Adobe,bell_hill_rd,2013-01-17,0,Franson,no predators seen
Adobe,bell_hill_rd,2014-05-02,0,Franson,dry
Adobe,soda_bay_rd,2014-04-27,0,Harty,No water
Adobe,soda_bay_rd,2014-04-21,0,Harty,Water slow; mallards nesting pair; great blue heron;               swallows
Adobe,bell_hill_rd,2014-04-18,0,Franson,"clear, levels down, running; 40 juvenile suckers"
Adobe,manning_br,2014-04-15,9,Manning,2 females; no herons; no mergansers; water is getting               narrow; might last a week
Adobe,soda_bay_rd,2014-04-15,0,Harty,Lone duck up creek; swallows (100s)
Adobe,bell_hill_rd,2014-04-14,0,Franson,"no predators; reservoir fairly full, water in creek               down"
Adobe,soda_bay_rd,2014-04-09,0,Harty,"Water clear, slow"
Adobe,manning_br,2014-04-08,80,Manning,Heading downstream by the bridge; heron & egret;               heron standing in the riffle & caught a hitch
Adobe,soda_bay_rd,2014-04-05,0,Harty,Water slow; murky to clear
Adobe,bell_hill_rd,2014-04-04,0,Franson,"no juveniles, no predators"
Adobe,soda_bay_rd,2014-04-03,0,Harty,"Water deep, semi-clear; pair of great blue herons               & 1 lonely duck"
Adobe,manning_br,2014-03-30,0,Manning,Heron & bald eagle; water clearing up; may be               fish; one dead hitch
Adobe,bell_hill_rd,2014-03-29,0,Franson,NA
Adobe,big_valley_rd,2014-03-29,0,Manning,Water running; water not yet to Mary Manning's house
Adobe,manning_br,2014-03-29,0,Manning,"Water up, then down; bald eagle; dead hitch at bridge;               herons going into creek"
Adobe,merrit_rd,2014-03-28,0,Moorhead,Water running; 6 herons on riffle; no fish seen but               cast bait and a fish rolled up
Adobe,soda_bay_rd,2014-03-26,0,Harty,NO WATER
Adobe,soda_bay_rd,2014-03-20,0,Harty,NO WATER
Adobe,NA,2014-03-18,100,Ryan,stranded when water level dropped
Adobe,highland_springs_dam,2014-03-17,0,Devoto,water is quite adequate
Adobe,e_finley_rd,2014-03-17,0,Smythe,Riffle under bridge completely dry.
Adobe,e_finley_rd,2014-03-17,0,Smythe,Riffle under bridge completely dry.
Adobe,argonaut_rd,2014-03-16,0,Windrem,No flowing water
Adobe,merrit_rd,2014-03-16,0,Windrem,Water is flowing
Adobe,soda_bay_rd,2014-03-16,60,Windrem,Pool of water is shrinking; hitch are trapped
Adobe,manning_br,2014-03-16,0,Manning,Worse than ever
Adobe,soda_bay_rd,2014-03-15,60,Windrem,Water stopped running; hitch trapped between 2 bridges;               water stopped yesterday afternoon per Mary Manning
Adobe,e_finley_rd,2014-03-15,0,Windrem,No water running
Adobe,big_valley_rd,2014-03-15,0,Windrem,Water is running slightly
Adobe,argonaut_rd,2014-03-15,NA,Windrem,Could see fish wake but not identify
Adobe,merrit_rd,2014-03-15,0,Windrem,"Water is flowing normally albeit low, although looks               like it was flowing higher within last 24 hours"
Adobe,bell_hill_rd,2014-03-15,0,Windrem,Flow normal; 1 heron downstream
Adobe,manning_br,2014-03-15,0,Manning,Even worse re: water and hitch
Adobe,e_finley_rd,2014-03-14,0,Murphy,NA
Adobe,bell_hill_rd,2014-03-14,0,Franson,no predators
Adobe,e_finley_rd,2014-03-14,0,Smythe,1 GB heron flying upstream
Adobe,e_finley_rd,2014-03-14,0,Smythe,1 GB heron flying upstream
Adobe,argonaut_rd,2014-03-14,6,Windrem,Don Gatton said he saw 6 hitch here
Adobe,manning_br,2014-03-14,0,Manning,Water really low
Adobe,bell_hill_rd,2014-03-13,200,Devoto,"in several schools, possibly all or part Sac suckers"
Adobe,manning_br,2014-03-13,NA,Manning,Many small schools of hitch; saw a bald eagle
Adobe,soda_bay_rd,2014-03-12,0,Murphy,NA
